root,depth,terminal,cycle,unresolved,path
manualbill.usp_manualbillheaderdelete,0,leaf,0,0,"manualbill.usp_manualbillheaderdelete"
manualbill.usp_manualbillheaderretrieve,0,leaf,0,0,"manualbill.usp_manualbillheaderretrieve"
manualbill.usp_manualbillheaderretrieveelectronicbilling,0,leaf,0,0,"manualbill.usp_manualbillheaderretrieveelectronicbilling"
manualbill.usp_manualbillheaderretrievemanualbilling,0,leaf,0,0,"manualbill.usp_manualbillheaderretrievemanualbilling"
manualbill.usp_manualbillheadersaveelectronicbilling,0,leaf,0,0,"manualbill.usp_manualbillheadersaveelectronicbilling"
manualbill.usp_manualbilling_collectcredits,0,leaf,0,0,"manualbill.usp_manualbilling_collectcredits"
manualbill.usp_manualbilling_history,0,leaf,0,0,"manualbill.usp_manualbilling_history"
manualbill.usp_manualbilling_history_added,0,leaf,0,0,"manualbill.usp_manualbilling_history_added"
manualbill.usp_manualbilling_markrecordsasprocessed,0,leaf,0,0,"manualbill.usp_manualbilling_markrecordsasprocessed"
manualbill.usp_manualbilling_movedatafromsummaryintoadjustment,0,leaf,0,0,"manualbill.usp_manualbilling_movedatafromsummaryintoadjustment"
manualbill.usp_manualbilling_preparedatatransfer,0,leaf,0,0,"manualbill.usp_manualbilling_preparedatatransfer"
manualbill.usp_manualbilling_processaccountcancellationspanned,0,leaf,0,0,"manualbill.usp_manualbilling_processaccountcancellationspanned"
manualbill.usp_manualbilling_processaccountcancellationunspanned,0,leaf,0,0,"manualbill.usp_manualbilling_processaccountcancellationunspanned"
manualbill.usp_manualbilling_processaccountspanned,0,leaf,0,0,"manualbill.usp_manualbilling_processaccountspanned"
manualbill.usp_manualbilling_processaccountunspanned,0,leaf,0,0,"manualbill.usp_manualbilling_processaccountunspanned"
manualbill.usp_manualbilling_transferdatatoaccountbilling,1,unresolved,0,1,"manualbill.usp_manualbilling_transferdatatoaccountbilling > common.usp_updateuniqueseqidsforalltables"
manualbill.usp_manualbilling_transformaccountandcancellationdata,0,leaf,0,0,"manualbill.usp_manualbilling_transformaccountandcancellationdata"
manualbill.usp_manualbillingaddnewmeter,0,leaf,0,0,"manualbill.usp_manualbillingaddnewmeter"
manualbill.usp_manualbillingsummarybyutilitycompany,0,leaf,0,0,"manualbill.usp_manualbillingsummarybyutilitycompany"
manualbill.usp_preparefornextmanualbillingperiod,0,leaf,0,0,"manualbill.usp_preparefornextmanualbillingperiod"
manualbill.usp_processing_accountsadjustmentswithnocancels,0,leaf,0,0,"manualbill.usp_processing_accountsadjustmentswithnocancels"
manualbill.usp_processing_invoicebillinggrouppreprocessingdetail,0,leaf,0,0,"manualbill.usp_processing_invoicebillinggrouppreprocessingdetail"
manualbill.usp_processing_preprocessingstatusreport,0,leaf,0,0,"manualbill.usp_processing_preprocessingstatusreport"
manualbill.usp_processing_preprocessingstatusreport_new,0,leaf,0,0,"manualbill.usp_processing_preprocessingstatusreport_new"
manualbill.usp_processing_utilitycompanieslisttoprocess,0,leaf,0,0,"manualbill.usp_processing_utilitycompanieslisttoprocess"
manualbill.usp_reporting_getcurrentperiodbalancesbyinvoicebillinggroup,0,leaf,0,0,"manualbill.usp_reporting_getcurrentperiodbalancesbyinvoicebillinggroup"
manualbill.usp_testingerrorhandling,0,leaf,0,0,"manualbill.usp_testingerrorhandling"
manualbill.usp_voucheralloutstandingbills,0,leaf,0,0,"manualbill.usp_voucheralloutstandingbills"
manualbill.usp_voucheralloutstandingbills_new,0,leaf,0,0,"manualbill.usp_voucheralloutstandingbills_new"
manualbill.usp_voucherbillsbyinvoicebillinggroup,0,leaf,0,0,"manualbill.usp_voucherbillsbyinvoicebillinggroup"
membership.ec3membership_userhasbudgetaccess,0,leaf,0,0,"membership.ec3membership_userhasbudgetaccess"
membership.ec3membership_userhasinvoiceaccess,0,leaf,0,0,"membership.ec3membership_userhasinvoiceaccess"
membership.getmenudatabyuser,0,leaf,0,0,"membership.getmenudatabyuser"
membership.usp_access_getagencyaccess,0,leaf,0,0,"membership.usp_access_getagencyaccess"
membership.usp_access_updateuseragencyaccess,0,leaf,0,0,"membership.usp_access_updateuseragencyaccess"
membership.usp_access_updateuserroles,0,leaf,0,0,"membership.usp_access_updateuserroles"
membership.usp_agencyaccessbyuserretrieve,0,leaf,0,0,"membership.usp_agencyaccessbyuserretrieve"
membership.usp_getuserrolesbyemail,0,leaf,0,0,"membership.usp_getuserrolesbyemail"
membership.usp_issenioradministrator,0,leaf,0,0,"membership.usp_issenioradministrator"
membership.usp_membership_addnewuser,0,leaf,0,0,"membership.usp_membership_addnewuser"
membership.usp_membership_deleteec3membership,0,leaf,0,0,"membership.usp_membership_deleteec3membership"
membership.usp_membership_getalluser,0,leaf,0,0,"membership.usp_membership_getalluser"
membership.usp_membership_getalluser_export,0,leaf,0,0,"membership.usp_membership_getalluser_export"
membership.usp_menu_addmenuitem,0,leaf,0,0,"membership.usp_menu_addmenuitem"
membership.usp_menu_getmenubaseonpermission,0,leaf,0,0,"membership.usp_menu_getmenubaseonpermission"
membership.usp_menu_getmenubyuserpermission,0,leaf,0,0,"membership.usp_menu_getmenubyuserpermission"
membership.usp_menu_getmenuitembymenuid,0,leaf,0,0,"membership.usp_menu_getmenuitembymenuid"
membership.usp_menu_movemenuitem,0,leaf,0,0,"membership.usp_menu_movemenuitem"
nationalgridwest.usp_createnationalgridwestcrislinkedserver,0,leaf,0,0,"nationalgridwest.usp_createnationalgridwestcrislinkedserver"
nationalgridwest.usp_createnationalgridwestlinkedservers,0,leaf,0,0,"nationalgridwest.usp_createnationalgridwestlinkedservers"
nationalgridwest.usp_cris_getrawdatawithusagediscrepancy,0,leaf,0,0,"nationalgridwest.usp_cris_getrawdatawithusagediscrepancy"
nationalgridwest.usp_cris_main_processdata,1,leaf,0,0,"nationalgridwest.usp_cris_main_processdata > nationalgridwest.usp_cris_processaccountdata"
nationalgridwest.usp_cris_main_processdata,1,leaf,0,0,"nationalgridwest.usp_cris_main_processdata > nationalgridwest.usp_cris_processmeterdata"
nationalgridwest.usp_cris_main_processdata,1,leaf,0,0,"nationalgridwest.usp_cris_main_processdata > nationalgridwest.usp_legacydata_preparedatatransfer"
nationalgridwest.usp_cris_main_processdata,1,leaf,0,0,"nationalgridwest.usp_cris_main_processdata > nationalgridwest.usp_legacydata_transferdatatoschematables"
nationalgridwest.usp_cris_processaccountdata,0,leaf,0,0,"nationalgridwest.usp_cris_processaccountdata"
nationalgridwest.usp_cris_processmeterdata,0,leaf,0,0,"nationalgridwest.usp_cris_processmeterdata"
nationalgridwest.usp_legacydata_getrawdatawithccfdiscrepancy,0,leaf,0,0,"nationalgridwest.usp_legacydata_getrawdatawithccfdiscrepancy"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,1,cycle,1,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_main_processlegacynationalgriddata"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,1,leaf,0,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_preparedatatransfer"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,1,unresolved,0,1,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_preparerawdata"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,2,leaf,0,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_processaccountcancellationspanned > nationalgridwest.usp_legacydata_parsespannedaccountcancellationinfo"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,1,leaf,0,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_processaccountcancellationunspanned"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,2,leaf,0,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_processaccountspanned > nationalgridwest.usp_legacydata_parsespannedaccountinfo"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,1,leaf,0,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_processaccountunspanned"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,2,leaf,0,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_processmetercancellationspanned > nationalgridwest.usp_legacydata_parsespannedmetercancellationinfo"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,2,leaf,0,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_processmetercancellationunspanned > nationalgridwest.usp_legacydata_prorateaccountbillingusagetometerbilling"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,2,leaf,0,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_processmeterspanned > nationalgridwest.usp_legacydata_parsespannedmeterinfo"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,2,leaf,0,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_processmeterunspanned > nationalgridwest.usp_legacydata_parsesplitbillingandmeterresets"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,2,leaf,0,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_processmeterunspanned > nationalgridwest.usp_legacydata_prorateaccountbillingusagetometerbilling"
nationalgridwest.usp_legacydata_main_processlegacynationalgriddata,1,leaf,0,0,"nationalgridwest.usp_legacydata_main_processlegacynationalgriddata > nationalgridwest.usp_legacydata_transferdatatoschematables"
nationalgridwest.usp_legacydata_parsespannedaccountcancellationinfo,0,leaf,0,0,"nationalgridwest.usp_legacydata_parsespannedaccountcancellationinfo"
nationalgridwest.usp_legacydata_parsespannedaccountinfo,0,leaf,0,0,"nationalgridwest.usp_legacydata_parsespannedaccountinfo"
nationalgridwest.usp_legacydata_parsespannedmetercancellationinfo,0,leaf,0,0,"nationalgridwest.usp_legacydata_parsespannedmetercancellationinfo"
nationalgridwest.usp_legacydata_parsespannedmeterinfo,0,leaf,0,0,"nationalgridwest.usp_legacydata_parsespannedmeterinfo"
nationalgridwest.usp_legacydata_parsesplitbillingandmeterresets,0,leaf,0,0,"nationalgridwest.usp_legacydata_parsesplitbillingandmeterresets"
nationalgridwest.usp_legacydata_preparedatatransfer,0,leaf,0,0,"nationalgridwest.usp_legacydata_preparedatatransfer"
nationalgridwest.usp_legacydata_processaccountcancellationspanned,1,leaf,0,0,"nationalgridwest.usp_legacydata_processaccountcancellationspanned > nationalgridwest.usp_legacydata_parsespannedaccountcancellationinfo"
nationalgridwest.usp_legacydata_processaccountcancellationunspanned,0,leaf,0,0,"nationalgridwest.usp_legacydata_processaccountcancellationunspanned"
nationalgridwest.usp_legacydata_processaccountspanned,1,leaf,0,0,"nationalgridwest.usp_legacydata_processaccountspanned > nationalgridwest.usp_legacydata_parsespannedaccountinfo"
nationalgridwest.usp_legacydata_processaccountunspanned,0,leaf,0,0,"nationalgridwest.usp_legacydata_processaccountunspanned"
nationalgridwest.usp_legacydata_processmetercancellationspanned,1,leaf,0,0,"nationalgridwest.usp_legacydata_processmetercancellationspanned > nationalgridwest.usp_legacydata_parsespannedmetercancellationinfo"
nationalgridwest.usp_legacydata_processmetercancellationunspanned,1,leaf,0,0,"nationalgridwest.usp_legacydata_processmetercancellationunspanned > nationalgridwest.usp_legacydata_prorateaccountbillingusagetometerbilling"
nationalgridwest.usp_legacydata_processmeterspanned,1,leaf,0,0,"nationalgridwest.usp_legacydata_processmeterspanned > nationalgridwest.usp_legacydata_parsespannedmeterinfo"
nationalgridwest.usp_legacydata_processmeterunspanned,1,leaf,0,0,"nationalgridwest.usp_legacydata_processmeterunspanned > nationalgridwest.usp_legacydata_parsesplitbillingandmeterresets"
nationalgridwest.usp_legacydata_processmeterunspanned,1,leaf,0,0,"nationalgridwest.usp_legacydata_processmeterunspanned > nationalgridwest.usp_legacydata_prorateaccountbillingusagetometerbilling"
nationalgridwest.usp_legacydata_prorateaccountbillingusagetometerbilling,0,leaf,0,0,"nationalgridwest.usp_legacydata_prorateaccountbillingusagetometerbilling"
nationalgridwest.usp_legacydata_transferdatatoschematables,0,leaf,0,0,"nationalgridwest.usp_legacydata_transferdatatoschematables"
nationalgridwest.usp_legacydata_validateprocesseddata,0,leaf,0,0,"nationalgridwest.usp_legacydata_validateprocesseddata"
nypa.fixafterthefact_processaccountbillingoriginals,0,leaf,0,0,"nypa.fixafterthefact_processaccountbillingoriginals"
nypa.usp_createnypalinkedservers,0,leaf,0,0,"nypa.usp_createnypalinkedservers"
nypa.usp_crosschecknypaminimumbilling,0,leaf,0,0,"nypa.usp_crosschecknypaminimumbilling"
nypa.usp_finalcheckofbackbillingattheaccountlevel,0,leaf,0,0,"nypa.usp_finalcheckofbackbillingattheaccountlevel"
nypa.usp_finalcheckofbackbillingatthemeterlevel,0,leaf,0,0,"nypa.usp_finalcheckofbackbillingatthemeterlevel"
nypa.usp_initialcheckforupload,0,leaf,0,0,"nypa.usp_initialcheckforupload"
nypa.usp_moverawdataintocurrentbillingcyclebatchfile,1,unresolved,0,1,"nypa.usp_moverawdataintocurrentbillingcyclebatchfile > dbo.master"
nypa.usp_nypaaccountlevelserviceclassificationdiscrepancy,0,leaf,0,0,"nypa.usp_nypaaccountlevelserviceclassificationdiscrepancy"
nypa.usp_nypamoverawdataintocurrentbillingcyclebatchfile,1,unresolved,0,1,"nypa.usp_nypamoverawdataintocurrentbillingcyclebatchfile > dbo.master"
nypa.usp_preprocessingaddmiscellaneouschargestoefilecoversheet,0,leaf,0,0,"nypa.usp_preprocessingaddmiscellaneouschargestoefilecoversheet"
nypa.usp_preprocessingmatchcoverlettertoefilecoversheet,0,leaf,0,0,"nypa.usp_preprocessingmatchcoverlettertoefilecoversheet"
nypa.usp_preprocessingverifyaccountsandmetersexistence,0,leaf,0,0,"nypa.usp_preprocessingverifyaccountsandmetersexistence"
nypa.usp_preprocessvalidateexchangedata,0,leaf,0,0,"nypa.usp_preprocessvalidateexchangedata"
nypa.usp_processaccountbillingoriginals,0,leaf,0,0,"nypa.usp_processaccountbillingoriginals"
nypa.usp_processaccountbillingrebilladdmissingbills,0,leaf,0,0,"nypa.usp_processaccountbillingrebilladdmissingbills"
nypa.usp_processaccountbillingrebills,1,unresolved,0,1,"nypa.usp_processaccountbillingrebills > dbo.the"
nypa.usp_processaccountbillingsavetransactions,0,leaf,0,0,"nypa.usp_processaccountbillingsavetransactions"
nypa.usp_processaccountbillingsetup,2,leaf,0,0,"nypa.usp_processaccountbillingsetup > nypa.usp_proratecustomerleveladjustments > nypa.usp_proratecustomerlevelcunywindcharges"
nypa.usp_processaccountcicbillingencoreprojects,0,leaf,0,0,"nypa.usp_processaccountcicbillingencoreprojects"
nypa.usp_processexchangecode_ax,0,leaf,0,0,"nypa.usp_processexchangecode_ax"
nypa.usp_processexchangeinfo,1,unresolved,0,1,"nypa.usp_processexchangeinfo > nypa.usp_processexchangecode_27"
nypa.usp_processexchangeinfo,1,unresolved,0,1,"nypa.usp_processexchangeinfo > nypa.usp_processexchangecode_28"
nypa.usp_processexchangeinfo,1,unresolved,0,1,"nypa.usp_processexchangeinfo > nypa.usp_processexchangecode_45"
nypa.usp_processexchangeinfo,1,unresolved,0,1,"nypa.usp_processexchangeinfo > nypa.usp_processexchangecode_46"
nypa.usp_processexchangeinfo,1,unresolved,0,1,"nypa.usp_processexchangeinfo > nypa.usp_processexchangecode_47"
nypa.usp_processexchangeinfo,1,leaf,0,0,"nypa.usp_processexchangeinfo > nypa.usp_processexchangecode_ax"
nypa.usp_processmeterbillingoriginalbills,0,leaf,0,0,"nypa.usp_processmeterbillingoriginalbills"
nypa.usp_processmeterbillingrebills,0,leaf,0,0,"nypa.usp_processmeterbillingrebills"
nypa.usp_processmeterbillingsavetransactions,0,leaf,0,0,"nypa.usp_processmeterbillingsavetransactions"
nypa.usp_processmeterbillingsetup,0,leaf,0,0,"nypa.usp_processmeterbillingsetup"
nypa.usp_processnypaaddpage3cutomerlevelallocation,0,leaf,0,0,"nypa.usp_processnypaaddpage3cutomerlevelallocation"
nypa.usp_processnypaaddreactivepowerdata,0,leaf,0,0,"nypa.usp_processnypaaddreactivepowerdata"
nypa.usp_processnypabillprintcoversheetsummary,0,leaf,0,0,"nypa.usp_processnypabillprintcoversheetsummary"
nypa.usp_processnyparawdata,1,unresolved,0,1,"nypa.usp_processnyparawdata > dbo.xp_cmdshell"
nypa.usp_processnypatransformencoredata,0,leaf,0,0,"nypa.usp_processnypatransformencoredata"
nypa.usp_processnypatransformuploadeddata,1,leaf,0,0,"nypa.usp_processnypatransformuploadeddata > nypa.usp_processnypaaddreactivepowerdata"
nypa.usp_processnypatransformuploadeddata,1,leaf,0,0,"nypa.usp_processnypatransformuploadeddata > nypa.usp_processnypatransformencoredata"
nypa.usp_proratecustomerleveladjustments,1,leaf,0,0,"nypa.usp_proratecustomerleveladjustments > nypa.usp_proratecustomerlevelcunywindcharges"
nypa.usp_proratecustomerlevelcunywindcharges,0,leaf,0,0,"nypa.usp_proratecustomerlevelcunywindcharges"
nypa.usp_proratecustomerlevelshorepowercredit,0,leaf,0,0,"nypa.usp_proratecustomerlevelshorepowercredit"
nypa.usp_truncateuploadtables,0,leaf,0,0,"nypa.usp_truncateuploadtables"
published.prepublishing_adjustaccounteffectivedates,0,leaf,0,0,"published.prepublishing_adjustaccounteffectivedates"
published.prepublishing_ngridwestaccountbilledestoractcorrection,0,leaf,0,0,"published.prepublishing_ngridwestaccountbilledestoractcorrection"
published.prepublishing_nypaaccountbilledestoractcorrection,0,leaf,0,0,"published.prepublishing_nypaaccountbilledestoractcorrection"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > billing.usp_load_estimatedactualcounts"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_agencyenergyusagebyfacilitystatistics"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_annualenergyusageretrieveagencycurrentvspriorfy"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_annualenergyusageretrievecitywidecurrentvspriorfy"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_annualenergyusecomparedtocity"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_costperunitusageretrieveagencyrolling12months"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_costperunitusageretrievecitywiderolling12months"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_estimatedaccountspercentageretrieveagencyrolling12months"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_estimatedaccountspercentageretrievecitywiderolling12months"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_heatingcoolingdegreedayscounts"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_monthlyenergychangescomparedtosamemonth"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_monthlyenergyusageretrieveagencycurrentfy"
published.usp_afterpublishingdashboardandreporttablesrefresh,1,leaf,0,0,"published.usp_afterpublishingdashboardandreporttablesrefresh > report.usp_agencydashboard_usagedemanddeviationcurrentvspriorperiod"
published.usp_agency_overview,1,leaf,0,0,"published.usp_agency_overview > audit.usp_addreportusagelog"
published.usp_create_energyusagesummarygroupbyagencyandenergytype,0,leaf,0,0,"published.usp_create_energyusagesummarygroupbyagencyandenergytype"
published.usp_createaccountlevelsummarybydollarsbtusco2andenergytype,0,leaf,0,0,"published.usp_createaccountlevelsummarybydollarsbtusco2andenergytype"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,1,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > published.usp_create_energyusagesummarygroupbyagencyandenergytype"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,1,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > published.usp_createaccountlevelsummarybydollarsbtusco2andenergytype"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,1,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > published.usp_createsummarizededdollarsbtusandco2byagencydivisionhierarchy"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,unresolved,0,1,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > published.usp_ssis_createdepextractinseptsformat > dbo.xp_cmdshell"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,unresolved,0,1,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > published.usp_ssis_createseptscsvextract > dbo.xp_cmdshell"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,1,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > published.usp_utility_countrowspublisheddatabypublishedbillingperiod"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,1,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.hashvalueupdateforpublishedtables"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybyagency"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybycitywide"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybyfacility"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalaccountmeterlevelrawdataforcurrentperiod"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalenergyusagesummarygroupbyagencyandenergytype"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencyandfacilitydollarsandusage"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencydollarsandusage"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencyfacilityandaccountdollarsandusage"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyencoremonthlypayments"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalforaccountlevelrawdataforcurrentperiod"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,2,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalforaccountlevelsummaryfordollarsbtusandco2"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,1,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > temporal.usp_truncatepublishingtables"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,1,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > utils.usp_reindextablesafterpublishing"
published.usp_createpublishedtablesfromviewsforcurrentbillingperiod,1,leaf,0,0,"published.usp_createpublishedtablesfromviewsforcurrentbillingperiod > utils.usp_reindextemporaltablesafterpublishing"
published.usp_createsummarizededdollarsbtusandco2byagencydivisionhierarchy,0,leaf,0,0,"published.usp_createsummarizededdollarsbtusandco2byagencydivisionhierarchy"
published.usp_facility_overview,1,leaf,0,0,"published.usp_facility_overview > audit.usp_addreportusagelog"
published.usp_globalsearch,1,leaf,0,0,"published.usp_globalsearch > audit.usp_addreportusagelog"
published.usp_ssis_createdepextractinseptsformat,1,unresolved,0,1,"published.usp_ssis_createdepextractinseptsformat > dbo.xp_cmdshell"
published.usp_ssis_createseptscsvextract,1,unresolved,0,1,"published.usp_ssis_createseptscsvextract > dbo.xp_cmdshell"
published.usp_updateconsecutiveperiodsestimatedreadingbeforepublishing,0,leaf,0,0,"published.usp_updateconsecutiveperiodsestimatedreadingbeforepublishing"
published.usp_utility_countrowspublisheddatabypublishedbillingperiod,0,leaf,0,0,"published.usp_utility_countrowspublisheddatabypublishedbillingperiod"
published.usp_utility_deleteandreseedsequenceidpublisheddata,0,leaf,0,0,"published.usp_utility_deleteandreseedsequenceidpublisheddata"
report.anomalyusagedeviation,0,leaf,0,0,"report.anomalyusagedeviation"
report.customreportexport,1,leaf,0,0,"report.customreportexport > audit.usp_addreportusagelog"
report.demdashboard_agencies,0,leaf,0,0,"report.demdashboard_agencies"
report.demdashboard_agencyusagebyfiscalyear,0,leaf,0,0,"report.demdashboard_agencyusagebyfiscalyear"
report.demdashboard_billingperiod,0,leaf,0,0,"report.demdashboard_billingperiod"
report.demdashboard_degreedaysbybillingperiod,0,leaf,0,0,"report.demdashboard_degreedaysbybillingperiod"
report.demdashboard_estimatedaccountsbybillingperiod,0,leaf,0,0,"report.demdashboard_estimatedaccountsbybillingperiod"
report.demdashboard_estimatedaccountspercentagefor12months,0,leaf,0,0,"report.demdashboard_estimatedaccountspercentagefor12months"
report.demdashboard_fisicalyear,0,leaf,0,0,"report.demdashboard_fisicalyear"
report.demdashboard_usagebybillingperiod,0,leaf,0,0,"report.demdashboard_usagebybillingperiod"
report.demdashboard_usagebyfiscalyear,0,leaf,0,0,"report.demdashboard_usagebyfiscalyear"
report.demdashboard_usagecostemission,0,leaf,0,0,"report.demdashboard_usagecostemission"
report.facility_select,0,leaf,0,0,"report.facility_select"
