root,depth,terminal,cycle,unresolved,path
scheduler.usp_getcontactwhofailedtogeneratereport,0,leaf,0,0,"scheduler.usp_getcontactwhofailedtogeneratereport"
scheduler.usp_getdistributioncontactthatneedsmembership,0,leaf,0,0,"scheduler.usp_getdistributioncontactthatneedsmembership"
scheduler.usp_getdistributionjobcontact,0,leaf,0,0,"scheduler.usp_getdistributionjobcontact"
scheduler.usp_getdistributionjoblist,0,leaf,0,0,"scheduler.usp_getdistributionjoblist"
scheduler.usp_getdistributionjoblist_export,0,leaf,0,0,"scheduler.usp_getdistributionjoblist_export"
scheduler.usp_getdistributionlist_export,0,leaf,0,0,"scheduler.usp_getdistributionlist_export"
scheduler.usp_getdistributionloglist,0,leaf,0,0,"scheduler.usp_getdistributionloglist"
scheduler.usp_getdistributionreports,1,leaf,0,0,"scheduler.usp_getdistributionreports > scheduler.usp_insertintomassdistlistreportcontext"
scheduler.usp_insertintomassdistlistreportcontext,0,leaf,0,0,"scheduler.usp_insertintomassdistlistreportcontext"
scheduler.usp_removereportarchive,0,leaf,0,0,"scheduler.usp_removereportarchive"
scheduler.usp_report_getparametermapping,0,leaf,0,0,"scheduler.usp_report_getparametermapping"
scheduler.usp_report_getreportparametervaluedatasourcelist,0,leaf,0,0,"scheduler.usp_report_getreportparametervaluedatasourcelist"
scheduler.usp_report_getreportpersonalizationparametervalue,0,leaf,0,0,"scheduler.usp_report_getreportpersonalizationparametervalue"
scheduler.usp_savecontactsbymassdistributionprofile,0,leaf,0,0,"scheduler.usp_savecontactsbymassdistributionprofile"
scheduler.usp_updatecrystalreportindistriubtionjob,1,leaf,0,0,"scheduler.usp_updatecrystalreportindistriubtionjob > scheduler.usp_updatereportparametermapping"
scheduler.usp_updatedistributionjob,0,leaf,0,0,"scheduler.usp_updatedistributionjob"
scheduler.usp_updatereportparametermapping,0,leaf,0,0,"scheduler.usp_updatereportparametermapping"
temporal.hashvalueupdateforpublishedtables,0,leaf,0,0,"temporal.hashvalueupdateforpublishedtables"
temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybyagency,0,leaf,0,0,"temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybyagency"
temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybycitywide,0,leaf,0,0,"temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybycitywide"
temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybyfacility,0,leaf,0,0,"temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybyfacility"
temporal.usp_insertnewperiodfrompublishedtotemporalaccountmeterlevelrawdataforcurrentperiod,0,leaf,0,0,"temporal.usp_insertnewperiodfrompublishedtotemporalaccountmeterlevelrawdataforcurrentperiod"
temporal.usp_insertnewperiodfrompublishedtotemporalenergyusagesummarygroupbyagencyandenergytype,0,leaf,0,0,"temporal.usp_insertnewperiodfrompublishedtotemporalenergyusagesummarygroupbyagencyandenergytype"
temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencyandfacilitydollarsandusage,0,leaf,0,0,"temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencyandfacilitydollarsandusage"
temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencydollarsandusage,0,leaf,0,0,"temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencydollarsandusage"
temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencyfacilityandaccountdollarsandusage,0,leaf,0,0,"temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencyfacilityandaccountdollarsandusage"
temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyencoremonthlypayments,0,leaf,0,0,"temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyencoremonthlypayments"
temporal.usp_insertnewperiodfrompublishedtotemporalforaccountlevelrawdataforcurrentperiod,0,leaf,0,0,"temporal.usp_insertnewperiodfrompublishedtotemporalforaccountlevelrawdataforcurrentperiod"
temporal.usp_insertnewperiodfrompublishedtotemporalforaccountlevelsummaryfordollarsbtusandco2,0,leaf,0,0,"temporal.usp_insertnewperiodfrompublishedtotemporalforaccountlevelsummaryfordollarsbtusandco2"
temporal.usp_processandinserttemporaldata,1,leaf,0,0,"temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybyagency"
temporal.usp_processandinserttemporaldata,1,leaf,0,0,"temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybycitywide"
temporal.usp_processandinserttemporaldata,1,leaf,0,0,"temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalaccountlevelsummarybyfacility"
temporal.usp_processandinserttemporaldata,1,leaf,0,0,"temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalaccountmeterlevelrawdataforcurrentperiod"
temporal.usp_processandinserttemporaldata,1,leaf,0,0,"temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalenergyusagesummarygroupbyagencyandenergytype"
temporal.usp_processandinserttemporaldata,1,leaf,0,0,"temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencyandfacilitydollarsandusage"
temporal.usp_processandinserttemporaldata,1,leaf,0,0,"temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencydollarsandusage"
temporal.usp_processandinserttemporaldata,1,leaf,0,0,"temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyagencyfacilityandaccountdollarsandusage"
temporal.usp_processandinserttemporaldata,1,leaf,0,0,"temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalfiscalyearpivotbyencoremonthlypayments"
temporal.usp_processandinserttemporaldata,1,leaf,0,0,"temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalforaccountlevelrawdataforcurrentperiod"
temporal.usp_processandinserttemporaldata,1,leaf,0,0,"temporal.usp_processandinserttemporaldata > temporal.usp_insertnewperiodfrompublishedtotemporalforaccountlevelsummaryfordollarsbtusandco2"
temporal.usp_removelastpublishedbillingperiodfromtemporal,1,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporal > temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelrawdataforcurrentperiod"
temporal.usp_removelastpublishedbillingperiodfromtemporal,1,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporal > temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummarybyagency"
temporal.usp_removelastpublishedbillingperiodfromtemporal,1,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporal > temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummarybycitywide"
temporal.usp_removelastpublishedbillingperiodfromtemporal,1,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporal > temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummarybyfacility"
temporal.usp_removelastpublishedbillingperiodfromtemporal,1,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporal > temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummaryfordollarsbtusandco2"
temporal.usp_removelastpublishedbillingperiodfromtemporal,1,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporal > temporal.usp_removelastpublishedbillingperiodfromtemporalaccountmeterlevelrawdataforcurrentperiod"
temporal.usp_removelastpublishedbillingperiodfromtemporal,1,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporal > temporal.usp_removelastpublishedbillingperiodfromtemporalenergyusagesummarygroupbyagencyandenergytype"
temporal.usp_removelastpublishedbillingperiodfromtemporal,1,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporal > temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyagencyandfacilitydollarsandusage"
temporal.usp_removelastpublishedbillingperiodfromtemporal,1,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporal > temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyagencydollarsandusage"
temporal.usp_removelastpublishedbillingperiodfromtemporal,1,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporal > temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyagencyfacilityandaccountdollarsandusage"
temporal.usp_removelastpublishedbillingperiodfromtemporal,1,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporal > temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyencoremonthlypayments"
temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelrawdataforcurrentperiod,0,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelrawdataforcurrentperiod"
temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummarybyagency,0,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummarybyagency"
temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummarybycitywide,0,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummarybycitywide"
temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummarybyfacility,0,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummarybyfacility"
temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummaryfordollarsbtusandco2,0,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporalaccountlevelsummaryfordollarsbtusandco2"
temporal.usp_removelastpublishedbillingperiodfromtemporalaccountmeterlevelrawdataforcurrentperiod,0,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporalaccountmeterlevelrawdataforcurrentperiod"
temporal.usp_removelastpublishedbillingperiodfromtemporalenergyusagesummarygroupbyagencyandenergytype,0,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporalenergyusagesummarygroupbyagencyandenergytype"
temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyagencyandfacilitydollarsandusage,0,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyagencyandfacilitydollarsandusage"
temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyagencydollarsandusage,0,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyagencydollarsandusage"
temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyagencyfacilityandaccountdollarsandusage,0,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyagencyfacilityandaccountdollarsandusage"
temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyencoremonthlypayments,0,leaf,0,0,"temporal.usp_removelastpublishedbillingperiodfromtemporalfiscalyearpivotbyencoremonthlypayments"
temporal.usp_truncatepublishingtables,0,leaf,0,0,"temporal.usp_truncatepublishingtables"
utils.usp_addeffectiveturnondateandeffectiveturnoffdatetoaccountexchangemetertrack,0,leaf,0,0,"utils.usp_addeffectiveturnondateandeffectiveturnoffdatetoaccountexchangemetertrack"
utils.usp_alterdomainandchangecolumndomain,0,leaf,0,0,"utils.usp_alterdomainandchangecolumndomain"
utils.usp_cleanupandshrinkdatabaseexample,1,unresolved,0,1,"utils.usp_cleanupandshrinkdatabaseexample > dbo.master"
utils.usp_defragdatabase,1,unresolved,0,1,"utils.usp_defragdatabase > dbo.does"
utils.usp_defragdatabase,1,unresolved,0,1,"utils.usp_defragdatabase > dbo.is"
utils.usp_droperwindefinedtriggers,0,leaf,0,0,"utils.usp_droperwindefinedtriggers"
utils.usp_execreorgrebuildindex,1,unresolved,0,1,"utils.usp_execreorgrebuildindex > dbo.as"
utils.usp_findallschemastablesudtruleanddefaults,0,leaf,0,0,"utils.usp_findallschemastablesudtruleanddefaults"
utils.usp_fixdatabasetornpage,0,leaf,0,0,"utils.usp_fixdatabasetornpage"
utils.usp_gettablenameandrowcount,0,leaf,0,0,"utils.usp_gettablenameandrowcount"
utils.usp_grantauthorizationtoschema,1,unresolved,0,1,"utils.usp_grantauthorizationtoschema > dbo.on"
utils.usp_grantexecutetofunction,1,unresolved,0,1,"utils.usp_grantexecutetofunction > dbo.on"
utils.usp_grantexecutetouserdefinedtypes,1,unresolved,0,1,"utils.usp_grantexecutetouserdefinedtypes > dbo.on"
utils.usp_grantpermissionontableorview,1,unresolved,0,1,"utils.usp_grantpermissionontableorview > dbo.on"
utils.usp_grantpermissionsontablesandviews,1,unresolved,0,1,"utils.usp_grantpermissionsontablesandviews > dbo.on"
utils.usp_membership_addkeysconstraintsandenabletriggers,0,leaf,0,0,"utils.usp_membership_addkeysconstraintsandenabletriggers"
utils.usp_rebuildec3publishedtableindexes,0,leaf,0,0,"utils.usp_rebuildec3publishedtableindexes"
utils.usp_reindextablesafterpublishing,0,leaf,0,0,"utils.usp_reindextablesafterpublishing"
utils.usp_reindextemporaltablesafterpublishing,0,leaf,0,0,"utils.usp_reindextemporaltablesafterpublishing"
utils.usp_sanpshot_create_ssec3database,0,leaf,0,0,"utils.usp_sanpshot_create_ssec3database"
utils.usp_sanpshot_drop_ssec3database,0,leaf,0,0,"utils.usp_sanpshot_drop_ssec3database"
utils.usp_transferschemasfromdbo,0,leaf,0,0,"utils.usp_transferschemasfromdbo"
